iter	Passed	Remaining
1665	126966	193117
1666	127044	193043
1667	127164	193033
1668	127239	192956
1669	127320	192886
1670	127393	192805
1671	127467	192725
1672	127539	192643
1673	127630	192589
1674	127716	192527
1675	127794	192454
1676	127872	192380
1677	127948	192303
1678	128015	192214
1679	128091	192136
1680	128212	192128
1681	128289	192053
1682	128370	191983
1683	128446	191907
1684	128525	191834
1685	128623	191791
1686	128709	191729
1687	128783	191648
1688	128869	191588
1689	128942	191506
1690	129012	191420
1691	129086	191340
1692	129160	191261
1693	129274	191240
1694	129358	191176
1695	129434	191099
1696	129507	191017
1697	129582	190940
1698	129663	190869
1699	129750	190809
1700	129823	190728
1701	129901	190654
1702	129973	190571
1703	130045	190489
1704	130123	190415
1705	130202	190343
1706	130319	190326
1707	130389	190240
1708	130461	190157
1709	130529	190069
1710	130609	189998
1711	130699	189941
1712	130814	189921
1713	130906	189867
1714	130993	189806
1715	131145	189839
1716	131270	189833
1717	131393	189823
1718	131469	189747
1719	131539	189662
1720	131611	189578
1721	131688	189503
1722	131758	189416
1723	131849	189361
1724	131940	189305
1725	132014	189225
1726	132094	189155
1727	132178	189088
1728	132259	189018
1729	132377	189000
1730	132467	188943
1731	132542	188865
1732	132614	188783
1733	132691	188706
1734	132763	188623
1735	132844	188553
1736	132923	188479
1737	132989	188389
1738	133074	188324
1739	133152	188249
1740	133233	188179
1741	133307	188100
1742	133395	188039
1743	133502	188005
1744	133581	187932
1745	133658	187856
1746	133727	187769
1747	133805	187695
1748	133885	187622
1749	133970	187559
1750	134058	187497
1751	134132	187417
1752	134202	187332
1753	134287	187267
1754	134367	187195
1755	134502	187200
1756	134732	187337
1757	134860	187331
1758	134943	187263
1759	135030	187200
1760	135126	187152
1761	135216	187092
1762	135296	187020
1763	135368	186938
1764	135447	186864
1765	135534	186801
1766	135642	186766
1767	135713	186683
1768	135792	186608
1769	135864	186525
1770	135934	186439
1771	136014	186367
1772	136118	186327
1773	136211	186273
1774	136288	186197
1775	136431	186210
1776	136561	186206
1777	136692	186202
1778	136769	186127
1779	136861	186070
1780	136968	186034
1781	137050	185964
1782	137141	185906
1783	137233	185849
1784	137309	185771
1785	137396	185707
1786	137476	185636
1787	137559	185567
1788	137657	185518
1789	137779	185501
1790	137853	185421
1791	137923	185334
1792	137994	185249
1793	138070	185172
1794	138144	185089
1795	138236	185034
1796	138318	184964
1797	138391	184881
1798	138470	184807
1799	138549	184732
1800	138629	184660
1801	138715	184594
1802	138824	184560
1803	138906	184489
1804	138986	184416
1805	139060	184335
1806	139141	184264
1807	139222	184192
1808	139312	184132
1809	139386	184051
1810	139457	183966
1811	139543	183901
1812	139621	183826
1813	139706	183759
1814	139829	183742
1815	139916	183678
1816	139994	183603
1817	140064	183516
1818	140140	183438
1819	140217	183361
1820	140307	183301
1821	140395	183238
1822	140522	183226
1823	140600	183150
1824	140689	183089
1825	140869	183145
1826	141029	183175
1827	141144	183148
1828	141237	183091
1829	141340	183048
1830	141446	183007
1831	141543	182956
1832	141614	182870
1833	141703	182808
1834	141783	182735
1835	141858	182654
1836	141948	182592
1837	142056	182555
1838	142122	182464
1839	142193	182379
1840	142266	182295
1841	142337	182210
1842	142415	182134
1843	142509	182077
1844	142598	182015
1845	142678	181942
1846	142753	181861
1847	142832	181786
1848	142916	181717
1849	143028	181684
1850	143156	181671
1851	143235	181597
1852	143319	181527
1853	143413	181472
1854	143506	181414
1855	143610	181369
1856	143711	181322
1857	143798	181256
1858	143886	181193
1859	143978	181134
1860	144147	181172
1861	144251	181127
1862	144343	181068
1863	144450	181028
1864	144547	180975
1865	144657	180938
1866	144765	180898
1867	144866	180850
1868	144967	180801
1869	145065	180749
1870	145198	180740
1871	145335	180737
1872	145441	180695
1873	145536	180639
1874	145665	180625
1875	145788	180603
1876	145917	180588
1877	146010	180530
1878	146102	180470
1879	146204	180422
1880	146346	180424
1881	146439	180364
1882	146571	180354
1883	146753	180404
1884	146890	180398
1885	147007	180368
1886	147105	180315
1887	147198	180256
1888	147387	180313
1889	147527	180311
1890	147617	180248
1891	147708	180185
1892	147846	180180
1893	147957	180142
1894	148048	180080
1895	148151	180032
1896	148284	180020
1897	148391	179977
1898	148536	179980
1899	148643	179936
1900	148746	179888
1901	148853	179844
1902	148950	179789
1903	149057	179745
1904	149157	179693
1905	149252	179635
1906	149346	179576
1907	149439	179515
1908	149569	179498
1909	149684	179465
1910	149794	179424
1911	149896	179373
1912	150012	179340
1913	150123	179300
1914	150231	179258
1915	150377	179260
1916	150474	179203
1917	150640	179229
1918	150737	179172
1919	150840	179123
1920	150950	179082
1921	151049	179027
1922	151175	179004
1923	151279	178955
1924	151406	178934
1925	151528	178907
1926	151630	178856
1927	151784	178866
1928	151868	178793
1929	151964	178735
1930	152051	178665
1931	152125	178581
1932	152207	178507
1933	152316	178464
1934	152404	178395
1935	152515	178355
1936	152604	178288
1937	152698	178226
1938	152873	178260
1939	152966	178197
1940	153048	178122
1941	153129	178046
1942	153210	177969
1943	153299	177902
1944	153397	177846
1945	153504	177800
1946	153579	177716
1947	153656	177636
1948	153748	177572
1949	153887	177562
1950	153993	177514
1951	154081	177446
1952	154160	177367
1953	154237	177286
1954	154321	177213
1955	154408	177144
1956	154502	177082
1957	154593	177016
1958	154682	176949
1959	154777	176888
1960	154862	176817
1961	155046	176857
1962	155162	176820
1963	155260	176763
1964	155368	176716
1965	155467	176659
1966	155570	176608
1967	155652	176532
1968	155747	176471
1969	155836	176404
1970	155920	176330
1971	156030	176286
1972	156167	176271
1973	156264	176213
1974	156378	176173
1975	156482	176122
1976	156573	176056
1977	156677	176004
1978	156805	175980
1979	156917	175938
1980	157023	175887
1981	157169	175883
1982	157258	175815
1983	157390	175794
1984	157498	175747
1985	157613	175708
1986	157713	175651
1987	157820	175603
1988	157916	175541
1989	158033	175505
1990	158172	175490
1991	158313	175479
1992	158406	175415
1993	158504	175356
1994	158595	175290
1995	158675	175211
1996	158757	175134
1997	158849	175068
1998	158925	174985
1999	159006	174907
2000	159086	174827
2001	159163	174745
2002	159270	174696
2003	159398	174670
2004	159481	174594
2005	159558	174512
2006	159637	174431
2007	159714	174349
2008	159799	174275
2009	159884	174202
2010	159955	174113
2011	160024	174022
2012	160098	173936
2013	160179	173859
2014	160255	173776
2015	160383	173748
2016	160453	173659
2017	160523	173569
2018	160596	173482
2019	160672	173399
2020	160756	173323
2021	160840	173249
2022	160926	173176
2023	161003	173094
2024	161085	173017
2025	161162	172935
2026	161238	172851
2027	161310	172764
2028	161437	172735
2029	161536	172676
2030	161616	172597
2031	161692	172514
2032	161760	172422
2033	161832	172334
2034	161917	172261
2035	161998	172182
2036	162070	172094
2037	162146	172011
2038	162223	171929
2039	162298	171845
2040	162371	171759
2041	162516	171748
2042	162600	171673
2043	162669	171582
2044	162739	171493
2045	162813	171407
2046	162886	171321
2047	162965	171241
2048	163050	171166
2049	163135	171092
2050	163204	171003
2051	163284	170923
2052	163363	170842
2053	163438	170759
2054	163543	170706
2055	163667	170672
2056	163748	170594
2057	163829	170516
2058	163903	170430
2059	163982	170351
2060	164073	170282
2061	164160	170211
2062	164242	170134
2063	164320	170053
2064	164392	169964
2065	164467	169880
2066	164550	169805
2067	164668	169764
2068	164749	169686
2069	164831	169609
2070	164908	169526
2071	164989	169449
2072	165069	169369
2073	165156	169297
2074	165249	169231
2075	165326	169149
2076	165410	169074
2077	165483	168987
2078	165565	168910
2079	165654	168839
2080	165775	168803
2081	165854	168722
2082	165934	168643
2083	166010	168559
2084	166090	168479
2085	166169	168400
2086	166253	168324
2087	166322	168234
2088	166395	168147
2089	166475	168068
2090	166556	167990
2091	166635	167909
2092	166728	167843
2093	166822	167778
2094	166909	167706
2095	167044	167681
2096	167128	167607
2097	167211	167530
2098	167302	167461
2099	167388	167388
2100	167453	167294
2101	167546	167227
2102	167663	167185
2103	167744	167106
2104	167871	167074
2105	167945	166988
2106	168019	166903
2107	168117	166841
2108	168193	166758
2109	168278	166683
2110	168365	166611
2111	168442	166527
2112	168525	166451
2113	168607	166373
2114	168686	166293
2115	168769	166216
2116	168897	166184
2117	168976	166104
2118	169040	166008
2119	169114	165923
2120	169180	165830
2121	169251	165741
2122	169324	165656
2123	169408	165580
2124	169485	165497
2125	169560	165413
2126	169634	165327
2127	169699	165234
2128	169770	165145
2129	169846	165062
2130	169994	165049
2131	170072	164967
2132	170142	164878
2133	170220	164796
2134	170289	164706
2135	170357	164614
2136	170426	164525
2137	170517	164455
2138	170603	164382
2139	170672	164292
2140	170774	164233
2141	170860	164160
2142	170940	164080
2143	171066	164045
2144	171146	163965
2145	171222	163881
2146	171295	163795
2147	171366	163707
2148	171439	163621
2149	171516	163538
2150	171594	163457
2151	171676	163379
2152	171747	163292
2153	171817	163202
2154	171887	163113
2155	171954	163021
2156	172033	162941
2157	172158	162904
2158	172232	162819
2159	172305	162732
2160	172377	162645
2161	172446	162556
2162	172518	162468
2163	172605	162395
2164	172689	162320
2165	172761	162232
2166	172837	162149
2167	172901	162055
2168	172975	161969
2169	173042	161878
2170	173143	161818
2171	173231	161746
2172	173299	161655
2173	173363	161561
2174	173437	161476
2175	173512	161392
2176	173587	161307
2177	173669	161230
2178	173744	161146
2179	173813	161056
2180	173884	160968
2181	173952	160878
2182	174024	160791
2183	174099	160707
2184	174187	160634
2185	174286	160573
2186	174353	160482
2187	174422	160392
2188	174498	160309
2189	174572	160224
2190	174639	160132
2191	174729	160062
2192	174808	159981
2193	174886	159901
2194	174957	159812
2195	175031	159728
2196	175106	159644
2197	175183	159562
2198	175308	159523
2199	175392	159448
2200	175462	159359
2201	175542	159279
2202	175613	159191
2203	175681	159102
2204	175762	159023
2205	175854	158954
2206	175927	158868
2207	176004	158786
2208	176084	158706
2209	176163	158627
2210	176235	158540
2211	176358	158499
2212	176441	158422
2213	176510	158333
2214	176580	158244
2215	176650	158156
2216	176724	158071
2217	176806	157993
2218	176915	157940
2219	176998	157863
2220	177079	157784
2221	177171	157715
2222	177245	157631
2223	177337	157562
2224	177450	157512
2225	177525	157427
2226	177600	157344
2227	177668	157253
2228	177744	157171
2229	177815	157083
2230	177895	157004
2231	177986	156934
2232	178064	156852
2233	178137	156767
2234	178211	156682
2235	178286	156598
2236	178364	156517
2237	178513	156498
2238	178589	156415
2239	178656	156324
2240	178731	156240
2241	178800	156151
2242	178869	156062
2243	178944	155978
2244	179029	155903
2245	179106	155821
2246	179180	155736
2247	179247	155645
2248	179320	155560
2249	179392	155473
2250	179465	155387
2251	179596	155352
2252	179662	155261
2253	179735	155175
2254	179810	155091
2255	179883	155006
2256	179957	154921
2257	180033	154838
2258	180145	154786
2259	180221	154703
2260	180297	154620
2261	180368	154533
2262	180445	154451
2263	180515	154363
2264	180650	154330
2265	180726	154247
2266	180801	154163
2267	180875	154079
2268	180953	153997
2269	181023	153909
2270	181103	153830
2271	181192	153758
2272	181276	153682
2273	181359	153605
2274	181452	153536
2275	181567	153486
2276	181727	153474
2277	181829	153413
2278	181925	153347
2279	182011	153273
2280	182094	153195
2281	182189	153128
2282	182284	153061
2283	182359	152977
2284	182439	152898
2285	182511	152811
2286	182589	152730
2287	182667	152648
2288	182791	152605
2289	182866	152522
2290	182943	152439
2291	183014	152352
2292	183089	152268
2293	183164	152184
2294	183246	152106
2295	183332	152031
2296	183402	151943
2297	183476	151859
2298	183551	151775
2299	183619	151685
2300	183692	151600
2301	183814	151555
2302	183901	151481
2303	183981	151401
2304	184054	151316
2305	184131	151233
2306	184204	151148
2307	184285	151069
2308	184374	150996
2309	184446	150911
2310	184517	150823
2311	184589	150737
2312	184662	150651
2313	184739	150569
2314	184812	150484
2315	184938	150442
2316	185012	150357
2317	185084	150271
2318	185162	150190
2319	185244	150111
2320	185316	150025
2321	185398	149947
2322	185478	149867
2323	185557	149787
2324	185630	149701
2325	185697	149612
2326	185767	149523
2327	185836	149435
2328	185986	149412
2329	186059	149326
2330	186134	149242
2331	186205	149156
2332	186271	149065
2333	186360	148992
2334	186513	148970
2335	186607	148902
2336	186682	148818
2337	186757	148734
2338	186828	148648
2339	186910	148569
2340	187028	148519
2341	187186	148502
2342	187286	148438
2343	187387	148374
2344	187482	148306
2345	187608	148263
2346	187718	148207
2347	187801	148129
2348	187881	148049
2349	187960	147968
2350	188034	147884
2351	188161	147841
2352	188263	147778
2353	188341	147696
2354	188424	147619
2355	188505	147539
2356	188583	147458
2357	188671	147384
2358	188756	147308
2359	188838	147230
2360	188910	147143
2361	188989	147063
2362	189057	146973
2363	189177	146925
2364	189274	146858
2365	189354	146777
2366	189431	146695
2367	189513	146616
2368	189591	146535
2369	189673	146456
2370	189770	146389
2371	189852	146311
2372	189925	146226
2373	189998	146140
2374	190075	146058
2375	190148	145972
2376	190281	145933
2377	190363	145854
2378	190441	145772
2379	190516	145689
2380	190593	145606
2381	190665	145520
2382	190762	145453
2383	190856	145383
2384	190930	145299
2385	191015	145223
2386	191097	145144
2387	191176	145063
2388	191256	144983
2389	191391	144945
2390	191461	144857
2391	191546	144780
2392	191621	144697
2393	191695	144612
2394	191775	144532
2395	191853	144450
2396	191936	144372
2397	192015	144292
2398	192096	144212
2399	192171	144128
2400	192243	144042
2401	192320	143959
2402	192475	143936
2403	192555	143856
2404	192627	143769
2405	192700	143684
2406	192778	143602
2407	192852	143517
2408	192926	143433
2409	193011	143357
2410	193092	143277
2411	193172	143197
2412	193242	143110
2413	193315	143024
2414	193396	142945
2415	193524	142900
2416	193602	142818
2417	193677	142735
2418	193750	142649
2419	193826	142566
2420	193902	142483
2421	193984	142404
2422	194071	142329
2423	194139	142241
2424	194205	142150
2425	194280	142066
2426	194358	141985
2427	194432	141900
2428	194565	141859
2429	194651	141782
2430	194729	141701
2431	194802	141616
2432	194875	141531
2433	194955	141451
2434	195038	141373
2435	195123	141296
2436	195216	141225
2437	195290	141141
2438	195364	141056
2439	195443	140975
2440	195515	140890
2441	195646	140846
2442	195725	140765
2443	195798	140680
2444	195870	140594
2445	195948	140512
2446	196025	140429
2447	196107	140351
2448	196197	140278
2449	196280	140200
2450	196358	140118
2451	196430	140033
2452	196504	139948
2453	196583	139867
2454	196716	139825
2455	196798	139745
2456	196885	139671
2457	196979	139600
2458	197052	139515
2459	197141	139441
2460	197239	139374
2461	197373	139332
2462	197454	139252
2463	197539	139175
2464	197621	139096
2465	197722	139031
2466	197848	138983
2467	197924	138899
2468	198003	138818
2469	198080	138736
2470	198157	138654
2471	198239	138574
2472	198332	138504
2473	198426	138433
2474	198510	138355
2475	198590	138275
2476	198674	138197
2477	198752	138116
2478	198893	138078
2479	198971	137996
2480	199045	137911
2481	199120	137828
2482	199200	137747
2483	199282	137668
2484	199379	137600
2485	199476	137531
2486	199555	137450
2487	199640	137372
2488	199732	137300
2489	200125	137435
2490	200299	137419
2491	200449	137387
2492	200591	137348
2493	200741	137315
2494	200910	137295
2495	201046	137253
2496	201188	137214
2497	201401	137223
2498	201538	137181
2499	201686	137146
2500	201837	137113
2501	201993	137084
2502	202184	137078
2503	202364	137064
2504	202580	137075
2505	202690	137014
2506	202832	136974
2507	202975	136935
2508	203076	136868
2509	203210	136823
2510	203337	136772
2511	203484	136736
2512	203688	136737
2513	203795	136674
2514	203885	136599
2515	203986	136531
2516	204107	136477
2517	204201	136404
2518	204289	136328
2519	204375	136250
2520	204457	136169
2521	204552	136098
2522	204647	136026
2523	204792	135987
2524	204884	135913
2525	204984	135844
2526	205078	135772
2527	205184	135707
2528	205275	135632
2529	205388	135572
2530	205467	135489
2531	205546	135407
2532	205638	135333
2533	205782	135293
2534	205906	135240
2535	205985	135157
2536	206058	135070
2537	206141	134991
2538	206231	134915
2539	206325	134842
2540	206408	134762
2541	206494	134684
2542	206572	134601
2543	206655	134520
2544	206748	134447
2545	206842	134374
2546	207002	134344
2547	207093	134269
2548	207235	134227
2549	207335	134158
2550	207473	134113
2551	207578	134047
2552	207672	133974
2553	207779	133909
2554	207891	133848
2555	208044	133812
2556	208129	133733
2557	208198	133644
2558	208282	133564
2559	208356	133478
2560	208433	133393
2561	208510	133309
2562	208582	133222
2563	208670	133145
2564	208750	133063
2565	208838	132986
2566	208940	132917
2567	209069	132866
2568	209175	132800
2569	209265	132724
2570	209349	132645
2571	209444	132571
2572	209525	132490
2573	209602	132406
2574	209689	132328
2575	209769	132246
2576	209862	132171
2577	209939	132087
2578	210016	132003
2579	210124	131938
2580	210235	131875
2581	210310	131790
2582	210391	131708
2583	210473	131627
2584	210566	131553
2585	210657	131477
2586	210738	131395
2587	210832	131322
2588	210931	131251
2589	211008	131167
2590	211086	131083
2591	211168	131002
2592	211318	130963
2593	211399	130882
2594	211472	130795
2595	211548	130710
2596	211632	130630
2597	211706	130544
2598	211790	130464
2599	211875	130385
2600	211957	130303
2601	212032	130218
2602	212113	130136
2603	212186	130050
2604	212300	129987
2605	212400	129918
2606	212477	129833
2607	212552	129748
2608	212632	129666
2609	212713	129583
2610	212805	129509
2611	212886	129426
2612	212962	129342
2613	213035	129255
2614	213106	129167
2615	213178	129080
2616	213260	128999
2617	213418	128964
2618	213534	128903
2619	213617	128822
2620	213704	128744
2621	213789	128664
2622	213879	128588
2623	213950	128501
2624	214025	128415
2625	214102	128330
2626	214176	128244
2627	214254	128161
2628	214342	128083
2629	214418	127998
2630	214562	127954
2631	214646	127874
2632	214724	127791
2633	214804	127708
2634	214881	127624
2635	214961	127541
2636	215036	127456
2637	215119	127375
2638	215204	127296
2639	215295	127220
2640	215374	127137
2641	215454	127054
2642	215582	127000
2643	215716	126949
2644	215814	126877
2645	215896	126796
2646	215968	126708
2647	216061	126633
2648	216138	126550
2649	216220	126468
2650	216303	126387
2651	216374	126299
2652	216444	126211
2653	216519	126126
2654	216585	126035
2655	216728	125989
2656	216816	125911
2657	216885	125823
2658	216964	125739
2659	217037	125653
2660	217106	125564
2661	217182	125479
2662	217279	125406
2663	217365	125327
2664	217448	125246
2665	217524	125162
2666	217592	125073
2667	217675	124992
2668	217821	124947
2669	217905	124867
2670	217993	124789
2671	218096	124720
2672	218185	124642
2673	218273	124564
2674	218356	124483
2675	218439	124402
2676	218529	124325
2677	218614	124245
2678	218690	124161
2679	218758	124072
2680	218898	124023
2681	218973	123937
2682	219047	123852
2683	219118	123764
2684	219197	123681
2685	219291	123606
2686	219383	123530
2687	219478	123456
2688	219554	123371
2689	219644	123295
2690	219755	123229
2691	219856	123158
2692	219999	123111
2693	220089	123034
2694	220197	122967
2695	220274	122882
2696	220347	122796
2697	220426	122713
2698	220504	122629
2699	220584	122546
2700	220670	122467
2701	220754	122387
2702	220836	122305
2703	220909	122219
2704	221054	122172
2705	221154	122100
2706	221239	122021
2707	221307	121931
2708	221380	121844
2709	221471	121768
2710	221571	121696
2711	221656	121616
2712	221725	121527
2713	221794	121439
2714	221860	121349
2715	221931	121261
2716	222008	121177
2717	222143	121124
2718	222209	121034
2719	222274	120943
2720	222350	120858
2721	222440	120781
2722	222550	120715
2723	222637	120636
2724	222711	120550
2725	222778	120460
2726	222852	120374
2727	222925	120288
2728	222992	120198
2729	223075	120117
2730	223214	120066
2731	223295	119984
2732	223369	119898
2733	223437	119809
2734	223504	119719
2735	223591	119641
2736	223677	119561
2737	223760	119480
2738	223834	119394
2739	223914	119312
2740	223995	119230
2741	224065	119142
2742	224143	119058
2743	224289	119010
2744	224363	118924
2745	224431	118835
2746	224517	118756
2747	224587	118668
2748	224665	118584
2749	224734	118496
2750	224809	118411
2751	224884	118325
2752	224959	118240
2753	225039	118157
2754	225112	118071
2755	225189	117987
2756	225294	117918
2757	225403	117850
2758	225494	117773
2759	225593	117700
2760	225686	117624
2761	225771	117544
2762	225885	117480
2763	225983	117406
2764	226058	117321
2765	226130	117234
2766	226206	117150
2767	226306	117077
2768	226510	117059
2769	226598	116980
2770	226692	116904
2771	226789	116831
2772	226861	116744
2773	226953	116667
2774	227055	116596
2775	227137	116514
2776	227214	116430
2777	227284	116342
2778	227352	116253
2779	227425	116167
2780	227561	116113
2781	227636	116027
2782	227711	115942
2783	227781	115854
2784	227856	115769
2785	227926	115681
2786	228006	115598
2787	228079	115512
2788	228154	115426
2789	228251	115352
2790	228345	115277
2791	228433	115198
2792	228512	115115
2793	228658	115066
2794	228743	114985
2795	228820	114901
2796	228901	114819
2797	228979	114735
2798	229059	114652
2799	229153	114576
2800	229256	114505
2801	229357	114433
2802	229453	114358
2803	229533	114275
2804	229650	114211
2805	229755	114141
2806	229828	114054
2807	229922	113978
2808	230020	113904
2809	230121	113832
2810	230216	113756
2811	230303	113677
2812	230419	113612
2813	230520	113539
2814	230609	113461
2815	230729	113398
2816	230881	113350
2817	230979	113276
2818	231072	113200
2819	231171	113126
2820	231256	113046
2821	231333	112961
2822	231430	112887
2823	231524	112810
2824	231621	112736
2825	231709	112657
2826	231836	112596
2827	231971	112540
2828	232049	112456
2829	232123	112370
2830	232202	112287
2831	232289	112207
2832	232388	112133
2833	232483	112058
2834	232599	111992
2835	232679	111909
2836	232756	111824
2837	232827	111737
2838	232958	111678
2839	233069	111610
2840	233154	111529
2841	233227	111443
2842	233291	111352
2843	233356	111263
2844	233431	111177
2845	233520	111098
2846	233621	111025
2847	233714	110948
2848	233799	110868
2849	233905	110797
2850	234005	110723
2851	234142	110667
2852	234213	110580
2853	234295	110497
2854	234382	110418
2855	234463	110335
2856	234539	110250
2857	234622	110169
2858	234705	110087
2859	234793	110007
2860	234882	109929
2861	234975	109852
2862	235045	109764
2863	235192	109712
2864	235279	109632
2865	235356	109548
2866	235445	109469
2867	235525	109386
2868	235597	109299
2869	235672	109214
2870	235755	109132
2871	235835	109049
2872	235906	108962
2873	235987	108879
2874	236065	108795
2875	236143	108711
2876	236290	108658
2877	236365	108573
2878	236447	108491
2879	236521	108405
2880	236598	108321
2881	236671	108234
2882	236764	108157
2883	236858	108081
2884	236930	107994
2885	237010	107911
2886	237085	107825
2887	237155	107738
2888	237224	107650
2889	237361	107593
2890	237436	107507
2891	237509	107421
2892	237575	107332
2893	237646	107244
2894	237718	107157
2895	237794	107073
2896	237874	106990
2897	237950	106905
2898	238016	106816
2899	238086	106728
2900	238162	106643
2901	238236	106557
2902	238326	106479
2903	238480	106429
2904	238555	106344
2905	238630	106258
2906	238698	106170
2907	238774	106085
2908	238845	105998
2909	238922	105913
2910	239005	105832
2911	239076	105745
2912	239161	105664
2913	239235	105579
2914	239307	105492
2915	239385	105408
2916	239519	105349
2917	239600	105266
2918	239674	105180
2919	239744	105093
2920	239818	105007
2921	239886	104919
2922	239962	104834
2923	240048	104754
2924	240155	104683
2925	240240	104602
2926	240321	104519
2927	240396	104434
2928	240474	104350
2929	240621	104296
2930	240704	104214
2931	240783	104131
2932	240861	104047
2933	240936	103962
2934	241012	103877
2935	241106	103800
2936	241198	103722
2937	241281	103640
2938	241355	103555
2939	241437	103473
2940	241517	103390
2941	241635	103323
2942	241747	103254
2943	241820	103168
2944	241904	103086
2945	241979	103001
2946	242059	102918
2947	242136	102834
2948	242253	102766
2949	242334	102683
2950	242411	102599
2951	242481	102512
2952	242548	102424
2953	242616	102335
2954	242755	102277
2955	242833	102193
2956	242923	102114
2957	242996	102028
2958	243068	101942
2959	243141	101856
2960	243215	101771
2961	243296	101688
2962	243381	101607
2963	243466	101526
2964	243548	101444
2965	243625	101359
2966	243704	101276
2967	243842	101217
2968	243935	101139
2969	244021	101059
2970	244102	100976
2971	244173	100890
2972	244248	100804
2973	244322	100719
2974	244408	100638
2975	244488	100555
2976	244560	100469
2977	244635	100384
2978	244710	100299
2979	244785	100213
2980	244952	100166
2981	245042	100087
2982	245119	100003
2983	245195	99918
2984	245274	99835
2985	245354	99752
2986	245441	99672
2987	245531	99593
2988	245627	99516
2989	245713	99435
2990	245802	99356
2991	245891	99277
2992	246049	99225
2993	246137	99145
2994	246223	99064
2995	246326	98991
2996	246410	98909
2997	246497	98829
2998	246581	98747
2999	246670	98668
3000	246749	98584
3001	246826	98500
3002	246901	98415
3003	246980	98331
3004	247132	98277
3005	247401	98269
3006	247558	98216
3007	247657	98140
3008	247752	98063
3009	247844	97985
3010	247938	97907
3011	248010	97820
3012	248089	97737
3013	248168	97653
3014	248294	97588
3015	248391	97511
3016	248463	97425
3017	248554	97346
3018	248631	97262
3019	248710	97178
3020	248796	97097
3021	248892	97020
3022	248959	96931
3023	249030	96845
3024	249095	96756
3025	249174	96672
3026	249256	96590
3027	249381	96524
3028	249476	96446
3029	249550	96361
3030	249621	96274
3031	249693	96187
3032	249764	96101
3033	249851	96020
3034	249951	95945
3035	250025	95859
3036	250096	95773
3037	250179	95690
3038	250258	95607
3039	250331	95521
3040	250464	95458
3041	250585	95390
3042	250664	95306
3043	250739	95221
3044	250811	95135
3045	250887	95050
3046	250971	94968
3047	251069	94892
3048	251145	94807
3049	251212	94719
3050	251290	94635
3051	251377	94554
3052	251467	94475
3053	251585	94406
3054	251695	94334
3055	251779	94252
3056	251860	94169
3057	251933	94083
3058	252008	93998
3059	252097	93918
3060	252187	93839
3061	252286	93762
3062	252370	93681
3063	252445	93595
3064	252520	93510
3065	252629	93438
3066	252768	93376
3067	252850	93294
3068	252933	93211
3069	253013	93128
3070	253090	93044
3071	253172	92961
3072	253273	92886
3073	253369	92808
3074	253453	92726
3075	253533	92643
3076	253616	92561
3077	253727	92489
3078	253858	92424
3079	253950	92345
3080	254029	92262
3081	254112	92179
3082	254193	92096
3083	254277	92014
3084	254382	91940
3085	254470	91860
3086	254550	91776
3087	254622	91690
3088	254732	91617
3089	254932	91577
3090	255090	91522
3091	255221	91457
3092	255356	91393
3093	255473	91323
3094	255602	91257
3095	255761	91201
3096	255863	91125
3097	256022	91070
3098	256138	90999
3099	256212	90914
3100	256295	90831
3101	256372	90746
3102	256443	90660
3103	256519	90575
3104	256604	90493
3105	256698	90414
3106	256779	90331
3107	256867	90250
3108	256947	90167
3109	257024	90082
3110	257169	90021
3111	257246	89937
3112	257325	89852
3113	257395	89765
3114	257469	89680
3115	257558	89599
3116	257639	89516
3117	257726	89435
3118	257796	89348
3119	257867	89261
3120	257932	89172
3121	258002	89086
3122	258072	88999
3123	258137	88910
3124	258283	88849
3125	258389	88775
3126	258465	88689
3127	258567	88614
3128	258670	88538
3129	258791	88468
3130	258908	88397
3131	259008	88321
3132	259084	88235
3133	259156	88149
3134	259259	88073
3135	259382	88004
3136	259458	87919
3137	259527	87832
3138	259604	87747
3139	259680	87662
3140	259754	87577
3141	259843	87496
3142	259923	87413
3143	259995	87326
3144	260070	87241
3145	260152	87158
3146	260227	87073
3147	260299	86986
3148	260447	86925
3149	260529	86843
3150	260615	86761
3151	260683	86673
3152	260751	86586
3153	260821	86499
3154	260890	86412
3155	260971	86328
3156	261054	86246
3157	261133	86162
3158	261206	86076
3159	261285	85992
3160	261360	85907
3161	261510	85846
3162	261603	85767
3163	261674	85681
3164	261748	85595
3165	261819	85508
3166	261890	85422
3167	261957	85334
3168	262040	85252
3169	262119	85168
3170	262190	85081
3171	262266	84996
3172	262336	84910
3173	262410	84824
3174	262482	84738
3175	262626	84675
3176	262721	84596
3177	262796	84511
3178	262873	84427
3179	262949	84342
3180	263022	84256
3181	263089	84168
3182	263186	84090
3183	263274	84009
3184	263351	83925
3185	263426	83840
3186	263507	83756
3187	263587	83673
3188	263729	83609
3189	263803	83524
3190	263877	83438
3191	263943	83350
3192	264031	83269
3193	264106	83184
3194	264179	83098
3195	264256	83014
3196	264347	82934
3197	264444	82855
3198	264535	82775
3199	264616	82692
3200	264737	82621
3201	264854	82549
3202	264940	82468
3203	265024	82386
3204	265107	82303
3205	265182	82218
3206	265262	82134
3207	265345	82052
3208	265435	81971
3209	265511	81886
3210	265592	81803
3211	265669	81719
3212	265750	81635
3213	265890	81570
3214	265972	81487
3215	266049	81403
3216	266116	81315
3217	266184	81228
3218	266253	81141
