iter	Logloss
310	0.4795975773
311	0.4794070844
312	0.4792435163
313	0.4791192789
314	0.478978247
315	0.4788466342
316	0.4786479469
317	0.4784953914
318	0.4780594472
319	0.477895172
320	0.4776897034
321	0.4774944009
322	0.4773699548
323	0.4771700793
324	0.4769624205
325	0.4767444965
326	0.4765461268
327	0.4763773136
328	0.4761633519
329	0.4760484976
330	0.475857463
331	0.4757235972
332	0.4754734429
333	0.4751943809
334	0.4750010131
335	0.4747912721
336	0.4746044623
337	0.4744596466
338	0.4742982278
339	0.4740841377
340	0.4739149295
341	0.4737498411
342	0.4734710111
343	0.4733427283
344	0.4731910297
345	0.4730032872
346	0.4728838401
347	0.4726364952
348	0.4724978711
349	0.472370625
350	0.4722558868
351	0.4721246862
352	0.4719432519
353	0.4717907168
354	0.4715864886
355	0.4713972448
356	0.4712507491
357	0.4710734697
358	0.4708985598
359	0.4707536854
360	0.4705806179
361	0.4703700727
362	0.4702323762
363	0.4700905703
364	0.4698703834
365	0.469722792
366	0.469536796
367	0.4693927736
368	0.4692458386
369	0.4690517412
370	0.4688781009
371	0.4687623408
372	0.4686434899
373	0.4685211307
374	0.4684109581
375	0.4682378705
376	0.4680371693
377	0.4678986119
378	0.4677279139
379	0.4675792991
380	0.4673563742
381	0.4672305028
382	0.4670843815
383	0.4669402859
384	0.4667948289
385	0.4666575605
386	0.4665031559
387	0.4663682777
388	0.4660204858
389	0.4658993822
390	0.465784489
391	0.4656498293
392	0.4654860916
393	0.4653755627
394	0.4652353707
395	0.4650921686
396	0.4649645386
397	0.4648499574
398	0.4646944944
399	0.4645012788
400	0.4643763926
401	0.4642452314
402	0.4640768121
403	0.4639353575
404	0.4637672793
405	0.4636101578
406	0.4634127584
407	0.4632700864
408	0.4631296444
409	0.4630106666
410	0.4628835751
411	0.4627581346
412	0.4626078462
413	0.4624808888
414	0.4623216134
415	0.4621702139
416	0.4619540657
417	0.4618003299
418	0.4616647128
419	0.4615272339
420	0.4614057981
421	0.4612805404
422	0.4611284189
423	0.460987629
424	0.4608815577
425	0.4607269842
426	0.4605794474
427	0.4604558019
428	0.4603282324
429	0.4602316062
430	0.4600998197
431	0.4599608426
432	0.4598406203
433	0.459667584
434	0.459519458
435	0.4593821171
436	0.4592332654
437	0.4590962671
438	0.4589523567
439	0.458697441
440	0.4585909715
441	0.4584950804
442	0.4582843612
443	0.4581868075
444	0.4580632591
445	0.4579576587
446	0.457840648
447	0.4577098308
448	0.4575775181
449	0.4574624726
450	0.4573450244
451	0.4572418164
452	0.4571142147
453	0.4570307673
454	0.456940626
455	0.4567877168
456	0.4565798234
457	0.4563510201
458	0.4562484398
459	0.456127782
460	0.4560327002
461	0.4557982001
462	0.4556982262
463	0.4555770073
464	0.4554380858
465	0.4553249343
466	0.4552195307
467	0.4550539349
468	0.4549142288
469	0.4547884403
470	0.4545631075
471	0.4544554025
472	0.4543102715
473	0.454155752
474	0.453969323
475	0.4538833821
476	0.4537989427
477	0.4536736925
478	0.453563137
479	0.4534092179
480	0.4532874093
481	0.4531453686
482	0.4530303801
483	0.4528901159
484	0.4527934653
485	0.4526963587
486	0.4525084663
487	0.4523725142
488	0.4522758996
489	0.4521439484
490	0.4520175058
491	0.4519036399
492	0.4517407889
493	0.4516103596
494	0.45144862
495	0.4513427205
496	0.4512321985
497	0.4511030807
498	0.4509515231
499	0.4508149377
500	0.4507267862
501	0.4505938699
502	0.4504668497
503	0.4503854881
504	0.4501762796
505	0.4500680576
506	0.4499247598
507	0.4497871539
508	0.4496806182
509	0.4495772973
510	0.4494700415
511	0.4493774084
512	0.4492627155
513	0.4491514215
514	0.4490672148
515	0.4489402626
516	0.4487982475
517	0.4486482806
518	0.4485427795
519	0.4484095456
520	0.4483196688
521	0.4482040291
522	0.4481029964
523	0.4480150561
524	0.4479257826
525	0.4478145096
526	0.4477204212
527	0.4476404967
528	0.4475506136
529	0.4474810242
530	0.4473877912
531	0.4472647256
532	0.4471667749
533	0.4470684106
534	0.4469522833
535	0.4468526299
536	0.4467269678
537	0.4466189497
538	0.4465309
539	0.4464155972
540	0.4463047268
541	0.4461488549
542	0.4460608148
543	0.4459506314
544	0.4458772875
545	0.4457189974
546	0.4455860374
547	0.4454462395
548	0.4453382914
549	0.4452402571
550	0.4451432177
551	0.445035418
552	0.4449205278
553	0.4448549152
554	0.4445917678
555	0.4444595971
556	0.4443498303
557	0.4442164435
558	0.4440323986
559	0.4439173787
560	0.4438022911
561	0.4437127095
562	0.4436041297
563	0.4434927933
564	0.443359923
565	0.4432362099
566	0.4431093608
567	0.4429961305
568	0.4428303619
569	0.4427135089
570	0.4426456293
571	0.4425081864
572	0.4424200579
573	0.4422818023
574	0.442172828
575	0.4420826013
576	0.4419558593
577	0.4418659283
578	0.441748599
579	0.4416673899
580	0.4415523042
581	0.4414297765
582	0.4413234968
583	0.4412220063
584	0.4411212827
585	0.4410226766
586	0.4409169474
587	0.4407871523
588	0.4406437389
589	0.4405446363
590	0.4404485537
591	0.4402686715
592	0.4401640849
593	0.4400742683
594	0.43999011
595	0.439886559
596	0.4397816396
597	0.439678703
598	0.439564483
599	0.4394457963
600	0.4393418454
601	0.4392351674
602	0.4390114562
603	0.4389018392
604	0.4388120997
605	0.4387146139
606	0.4386351028
607	0.4385433672
608	0.4383740335
609	0.4382481809
610	0.4381563162
611	0.4380768851
612	0.4379689233
613	0.4378728561
614	0.4377292507
615	0.4376038119
616	0.4374517423
617	0.4373652341
618	0.4372646438
619	0.4372209913
620	0.4370600136
621	0.4369309223
622	0.4368369132
623	0.436765621
624	0.4366567255
625	0.4364960344
626	0.4363904122
627	0.4362918016
628	0.4361677337
629	0.4360922286
630	0.4359908935
631	0.4359047002
632	0.435766161
633	0.4356755236
634	0.435579888
635	0.4354611181
636	0.4353795493
637	0.4352915007
638	0.4352276498
639	0.4351177806
640	0.435019029
641	0.4348200779
642	0.4347450205
643	0.4346360861
644	0.4345435212
645	0.4344679219
646	0.4343146245
647	0.4341825003
648	0.4340585451
649	0.4339522366
650	0.4338458133
651	0.433751905
652	0.4336454008
653	0.4335178133
654	0.4333875244
655	0.433219109
656	0.4331632859
657	0.4330540437
658	0.4329739906
659	0.4328748231
660	0.4327902291
661	0.4325999322
662	0.4324560328
663	0.4323471335
664	0.4322601432
665	0.4321012831
666	0.4319944201
667	0.4319099684
668	0.4317651766
669	0.4316580744
670	0.4314963748
671	0.4313960389
672	0.4312488399
673	0.4311658496
674	0.4310912398
675	0.4310173629
676	0.4309562623
677	0.4308702112
678	0.4307841568
679	0.4306919663
680	0.4306065231
681	0.4305354518
682	0.4304602704
683	0.4304113779
684	0.4303410045
685	0.4302539522
686	0.4301801885
687	0.4300797245
688	0.4299870286
689	0.4298914983
690	0.429770167
691	0.4297004344
692	0.4296053324
693	0.4294898324
694	0.4294130144
695	0.4293112201
696	0.4292403371
697	0.4291446182
698	0.4290726463
699	0.4289702685
700	0.4289009483
701	0.4288322917
702	0.4287555459
703	0.4286812489
704	0.4286023722
705	0.4284975712
706	0.4284015479
707	0.4283027254
708	0.4281940481
709	0.4281248128
710	0.4280121659
711	0.427923214
712	0.4277595746
713	0.4276631796
714	0.4275991378
715	0.4275387365
716	0.4274368136
717	0.4273483567
718	0.4272959123
719	0.4271812122
720	0.4270990271
721	0.4270129188
722	0.4269417515
723	0.4267788181
724	0.4266716429
725	0.4266010835
726	0.4264989372
727	0.4263993716
728	0.426261632
729	0.4261700507
730	0.4260817348
731	0.4259674164
732	0.4258653518
733	0.4257785882
734	0.4256726061
735	0.4255711032
736	0.4254619864
737	0.4253336865
738	0.4252641053
739	0.4251707179
740	0.4250477897
741	0.4249461501
742	0.4248725052
743	0.4247985464
744	0.4245968139
745	0.4245053853
746	0.4244040033
747	0.4243225075
748	0.4242182048
749	0.4241286236
750	0.4240125342
751	0.423979914
752	0.4238991257
753	0.423819421
754	0.423757573
755	0.4236769799
756	0.4236082676
757	0.4234704036
758	0.4233566877
759	0.4232610328
760	0.4231519285
761	0.4230539054
762	0.4229676213
763	0.4228959993
764	0.4228474747
765	0.4227640701
766	0.4226692263
767	0.4225431879
768	0.4225071057
769	0.4224234662
770	0.4223276928
771	0.4222086476
772	0.4220865614
773	0.4219918895
774	0.4219086661
775	0.421824625
776	0.4217481201
777	0.4216589221
778	0.4215672753
779	0.4214815563
780	0.4213734925
781	0.42130203
782	0.4212188264
783	0.4211327319
784	0.420997824
785	0.4209259067
786	0.4207663569
787	0.4206550342
788	0.4205181836
789	0.4204573772
790	0.4203516474
791	0.4202784636
792	0.4201757993
793	0.4200583465
794	0.420007976
795	0.4199506352
796	0.4199022774
797	0.4198068314
798	0.4197143623
799	0.4196566755
800	0.4195771829
801	0.4195045056
802	0.4194263187
803	0.419382624
804	0.419318763
805	0.4192184655
806	0.4191411318
807	0.4190523749
808	0.4189682811
809	0.418825668
810	0.4187661794
811	0.418678301
812	0.4185673655
813	0.4184925978
814	0.4184025467
815	0.4183390675
816	0.4182456911
817	0.4181643137
818	0.4180878028
819	0.418015825
820	0.4179218517
821	0.4178502641
822	0.4177659203
823	0.4177056924
824	0.417613364
825	0.4175380638
826	0.4174463161
827	0.4173766456
828	0.4172360577
829	0.4171794397
830	0.4171183788
831	0.4169638936
832	0.4168820455
833	0.416751336
834	0.4165865056
835	0.4165038036
836	0.4164372498
837	0.4163835834
838	0.4163151132
839	0.4162001504
840	0.4161461584
841	0.4160318555
842	0.4159456184
843	0.4158401893
844	0.4157312452
845	0.4156599577
846	0.4156092373
847	0.415522776
848	0.4154536251
849	0.4153962193
850	0.4152829163
851	0.4151646297
852	0.4150623457
853	0.4149847441
854	0.4148994834
855	0.4148139806
856	0.4147162235
857	0.4146350389
858	0.4145690775
859	0.4145278231
860	0.4143785237
861	0.4143093292
862	0.4142342184
863	0.414183499
864	0.4141174599
865	0.4140399921
866	0.4139709076
867	0.4139097093
868	0.4138451337
869	0.413761215
870	0.4136926261
871	0.4136330462
872	0.4135587726
873	0.4135076028
874	0.4134364187
875	0.4133633299
876	0.4132689562
877	0.4131582243
878	0.4130253382
879	0.4129564138
880	0.4128710459
881	0.4127894726
882	0.4126857167
883	0.4125986011
884	0.4125150165
885	0.4123892683
886	0.4123194823
887	0.4122250326
888	0.4121426748
889	0.4120233413
890	0.4119768238
891	0.4119041102
892	0.4118476479
893	0.4117307768
894	0.4116527684
895	0.4115524815
896	0.4114727686
897	0.4113856763
898	0.4112873884
899	0.4111789888
900	0.4111178373
901	0.410997822
902	0.4109034106
903	0.4108291487
904	0.4107378315
905	0.4106462798
906	0.4105633025
907	0.4104996418
908	0.4104397482
909	0.4103740748
910	0.41030478
911	0.4101829241
912	0.4101025276
913	0.4100069748
914	0.409932376
915	0.4098748263
916	0.409745156
917	0.4096816732
918	0.4096236235
919	0.4095469389
920	0.4094662043
921	0.4093070737
922	0.4092157114
923	0.4091517162
924	0.4090698678
925	0.4090191953
926	0.4089574374
927	0.4089056589
928	0.408828812
929	0.4087497593
930	0.4086721794
931	0.4085941671
932	0.4085131033
933	0.4084214261
934	0.4083551659
935	0.4082816439
936	0.4081833232
937	0.4081164487
938	0.408013823
939	0.4078978431
940	0.4077672939
941	0.4076646665
942	0.4075719042
943	0.4074749553
944	0.4074090159
945	0.40735428
946	0.407287817
947	0.4072311117
948	0.4071709035
949	0.407098397
950	0.407018172
951	0.406955234
952	0.4068691548
953	0.4067951963
954	0.406719915
955	0.4066315695
956	0.4065369243
957	0.4064392829
958	0.4063865501
959	0.4062570455
960	0.4061747541
961	0.4061022071
962	0.4060167038
963	0.4059516288
964	0.405851884
965	0.4057617957
966	0.4056846309
967	0.4056085896
968	0.4055069161
969	0.4054225205
970	0.4053459345
971	0.4052715823
972	0.4052122379
973	0.4051787317
974	0.4051089331
975	0.4050559079
976	0.4049724729
977	0.4048832947
978	0.4047892304
979	0.4047053575
980	0.4046177914
981	0.4045023163
982	0.4043901409
983	0.4042956174
984	0.4042037866
985	0.4041519934
986	0.4040739466
987	0.4039863508
988	0.4038929179
989	0.4037967922
990	0.403731131
991	0.4036615797
992	0.4035740004
993	0.4034635567
994	0.403380039
995	0.4033002687
996	0.4032284347
997	0.4031482112
998	0.4030329912
999	0.402981959
1000	0.4029265882
1001	0.4028591477
1002	0.4027777058
1003	0.4026931652
1004	0.4026169844
1005	0.4025398327
1006	0.4024709134
1007	0.4023733095
1008	0.4023149244
1009	0.4022549431
1010	0.4021873468
1011	0.402083925
1012	0.4019873587
1013	0.4018949062
1014	0.4018132658
1015	0.4017421041
1016	0.4016632835
1017	0.4015828836
1018	0.4014843317
1019	0.4013476518
1020	0.401254324
1021	0.4012184492
1022	0.4011366386
1023	0.4010799213
1024	0.4010169027
1025	0.4009028275
1026	0.4008161592
1027	0.4007344518
1028	0.4006884657
1029	0.4006253097
1030	0.4005428199
1031	0.4004741466
1032	0.4003910876
1033	0.4003245757
1034	0.4002734194
1035	0.4002034395
1036	0.4001287493
1037	0.4000186649
1038	0.3999543106
1039	0.3998719103
1040	0.3997483426
1041	0.3996695338
1042	0.3995969701
1043	0.3995292316
1044	0.3994128107
1045	0.3993369534
1046	0.399208233
1047	0.3991588478
1048	0.3990610208
1049	0.398992964
1050	0.3989280209
1051	0.3988472503
1052	0.3987722498
1053	0.3986876409
1054	0.3986216224
1055	0.3985272782
1056	0.3984319961
1057	0.3983744909
1058	0.3983022136
1059	0.3982190314
1060	0.3981248715
1061	0.3980583006
1062	0.3979955087
1063	0.3979557829
1064	0.3978427344
1065	0.3977538141
1066	0.3976879546
1067	0.397621968
1068	0.3975560543
1069	0.3974749276
1070	0.3974078244
1071	0.3973617524
1072	0.3972497395
1073	0.3971733664
1074	0.3971028657
1075	0.397031964
1076	0.3969683574
1077	0.3969115316
1078	0.3968373491
1079	0.3967330664
1080	0.3966406702
1081	0.3965822016
1082	0.3965169398
1083	0.3964475273
1084	0.3963537079
1085	0.3962994542
1086	0.3962429434
1087	0.3961804989
1088	0.3961093731
1089	0.3960587697
1090	0.3959829589
1091	0.3959003571
1092	0.3958282645
1093	0.3957530456
1094	0.3956870458
1095	0.3956111414
1096	0.3955307876
1097	0.3954219884
1098	0.3953457018
1099	0.3952823702
1100	0.3952153408
1101	0.3951552194
1102	0.3950723682
1103	0.395003436
1104	0.394912555
1105	0.3948384949
1106	0.3947536341
1107	0.3947011375
1108	0.3946275392
1109	0.3945780714
1110	0.3944805721
1111	0.3944036806
1112	0.3943288746
1113	0.3942389799
1114	0.394153505
1115	0.3940684826
1116	0.3939867112
1117	0.3939121775
1118	0.3938606525
1119	0.3937869799
1120	0.3936965313
1121	0.3936229771
1122	0.3935533639
1123	0.393520034
1124	0.393466437
1125	0.3934086364
1126	0.3933326248
1127	0.3932502921
1128	0.3930906267
1129	0.3930192486
1130	0.3929462971
1131	0.3928581416
1132	0.3928031399
1133	0.3927213722
1134	0.3926488722
1135	0.3925847682
1136	0.3925331531
1137	0.3924848434
1138	0.3924076124
1139	0.3923133772
1140	0.3922713919
1141	0.3921832675
1142	0.3921020147
1143	0.3920458298
1144	0.3919912824
1145	0.3919113838
1146	0.3918605298
1147	0.3918013564
1148	0.3917208623
1149	0.3916363105
1150	0.3915679904
1151	0.3914971267
1152	0.3914355309
1153	0.3913625522
1154	0.3912848372
1155	0.3912431335
1156	0.391205221
1157	0.3911279745
1158	0.3910536473
1159	0.3909850002
1160	0.3909289362
1161	0.3908531519
1162	0.3907651294
1163	0.3906732205
1164	0.3906044359
1165	0.3905246488
1166	0.3904461862
1167	0.3903770176
1168	0.3903173444
1169	0.3902676601
1170	0.3902063701
1171	0.3901313539
1172	0.3900810722
1173	0.3900140763
1174	0.3899347608
1175	0.3898382389
1176	0.3897760552
1177	0.3897213238
1178	0.389651009
1179	0.3895926082
1180	0.3895333171
1181	0.3894772187
1182	0.3894172775
1183	0.3893440241
1184	0.389278488
1185	0.3892353398
1186	0.3891588295
1187	0.3890919731
1188	0.3889921268
1189	0.3889221342
1190	0.3888539005
1191	0.3887913179
1192	0.3887061114
1193	0.3886253593
1194	0.388562015
1195	0.3885013449
1196	0.3884288935
1197	0.3883383431
1198	0.3882729362
1199	0.3881395345
1200	0.3880634052
1201	0.3880076601
1202	0.3879348438
1203	0.3878656995
1204	0.387775063
1205	0.3877024859
1206	0.3876331272
1207	0.3875368961
1208	0.3874860957
1209	0.3874376311
1210	0.3873831062
1211	0.3873407254
1212	0.3872819535
1213	0.387221861
1214	0.3871508583
1215	0.3871071114
1216	0.3870369481
1217	0.3869588466
1218	0.3868703863
1219	0.386804729
1220	0.3867403438
1221	0.3866667493
1222	0.3866174141
1223	0.3865536908
1224	0.3864611959
1225	0.3863732606
1226	0.3863086657
1227	0.3862441718
1228	0.3861619214
1229	0.3860873479
1230	0.3860155
1231	0.3859578019
1232	0.3859011381
1233	0.3858286437
1234	0.3857867426
1235	0.3857213593
1236	0.3856484184
1237	0.3855354634
1238	0.3854883401
1239	0.3854203465
1240	0.3853522012
1241	0.3852769536
1242	0.385204444
1243	0.3851426539
1244	0.3850840978
1245	0.385024401
1246	0.384947994
1247	0.3848942207
1248	0.3848208377
1249	0.3847368329
1250	0.384695937
1251	0.384625477
1252	0.3845586586
1253	0.3845141373
1254	0.3844572015
1255	0.3843842617
1256	0.3843291463
1257	0.3842870908
1258	0.3842104706
1259	0.3841677629
1260	0.384113155
1261	0.3840245191
1262	0.3839649267
1263	0.383911225
1264	0.383853993
1265	0.383793544
1266	0.3837266473
1267	0.3836773519
1268	0.3836306969
1269	0.3835722844
1270	0.3834920789
1271	0.3834098957
1272	0.3833460237
1273	0.383282223
1274	0.3832219423
1275	0.3831310647
1276	0.3830611337
1277	0.3829932677
1278	0.3829258242
1279	0.3828545525
1280	0.3827857555
1281	0.3827111524
1282	0.3826404856
1283	0.3825908821
1284	0.3824926774
1285	0.3824091093
1286	0.3823541988
1287	0.3823184223
1288	0.3822335066
1289	0.3821530286
1290	0.3820984975
1291	0.3820119037
1292	0.3819431534
1293	0.3818733496
1294	0.3817910661
1295	0.3817271718
1296	0.3816545758
1297	0.3815776139
1298	0.3815386487
1299	0.3814869929
1300	0.3813956965
1301	0.3813364398
1302	0.3812815939
1303	0.3812290827
1304	0.3811830418
1305	0.3811104682
1306	0.3810391038
1307	0.3809522573
1308	0.380883725
1309	0.3808071015
1310	0.3807193602
1311	0.380683365
1312	0.3806261663
1313	0.3805724865
1314	0.3804969519
1315	0.3804119256
1316	0.380345131
1317	0.3802895201
1318	0.3802301617
1319	0.3801648087
1320	0.3801001176
1321	0.3800380804
1322	0.3799856004
1323	0.379914615
1324	0.3798276987
1325	0.3797475176
1326	0.3796639372
1327	0.3795821076
1328	0.379517004
1329	0.3794555124
1330	0.3793919427
1331	0.3793430529
1332	0.3792850879
1333	0.3792063628
1334	0.3791373963
1335	0.3790624944
1336	0.3789652539
1337	0.378910065
1338	0.3788352214
1339	0.3787703365
1340	0.3787154052
1341	0.3786476911
1342	0.3785918108
1343	0.3785421362
1344	0.3784937428
1345	0.3784280147
1346	0.3783484487
1347	0.3783020101
1348	0.3782530235
1349	0.3782034832
1350	0.3781792422
1351	0.3780926806
1352	0.3780285176
1353	0.3779772771
1354	0.3779222934
1355	0.3778409029
1356	0.3777739606
1357	0.3777202983
1358	0.3776370621
1359	0.3775736118
1360	0.3775175735
1361	0.3774411507
1362	0.3773658302
1363	0.3773260205
1364	0.3772846839
1365	0.3772223836
1366	0.3771648422
1367	0.3771042979
1368	0.3770258141
1369	0.3769683673
1370	0.376883706
1371	0.3768234209
1372	0.3767512137
1373	0.3766922356
1374	0.3765803957
1375	0.3765038885
1376	0.3764486876
1377	0.376394523
1378	0.3763529682
1379	0.3762903439
1380	0.3762202535
1381	0.3761335326
1382	0.3760842044
1383	0.3760282981
1384	0.3759865207
1385	0.3759342056
1386	0.3758641547
1387	0.3758043585
1388	0.3757490189
1389	0.3756865589
1390	0.375594537
1391	0.3755308312
1392	0.3754908736
1393	0.3754359298
1394	0.3753766776
1395	0.3753240648
1396	0.3752414829
1397	0.3751928742
1398	0.3751590399
1399	0.3751028007
1400	0.3750561538
1401	0.3750023121
1402	0.3749357091
1403	0.3749034964
1404	0.374840007
1405	0.374778044
1406	0.3747068369
1407	0.3746518681
1408	0.3745782235
1409	0.3745150386
1410	0.3744533579
1411	0.3744130219
1412	0.3743739729
1413	0.3742897361
1414	0.3742436413
1415	0.3741916631
1416	0.374152522
1417	0.3741111528
1418	0.3740704153
1419	0.3739935706
1420	0.3739414156
1421	0.3738858612
1422	0.3738184598
1423	0.3737542842
1424	0.3736977775
1425	0.3736536751
1426	0.3735960229
1427	0.3735330508
1428	0.3734834108
1429	0.3734157101
1430	0.3733468058
1431	0.3732751518
1432	0.3732409598
1433	0.3731882539
1434	0.3731115322
1435	0.3730548974
1436	0.372989177
1437	0.3729197345
1438	0.3728683309
1439	0.3728038514
1440	0.3727437822
1441	0.3726749257
1442	0.3726185277
1443	0.3725628197
1444	0.3724993635
1445	0.3724583472
1446	0.3723960777
1447	0.3723172794
1448	0.3722292602
1449	0.3721636672
1450	0.3720871993
1451	0.3720143662
1452	0.371953966
1453	0.3718587389
1454	0.3717766766
1455	0.3717096718
1456	0.3716573263
1457	0.3715674415
1458	0.3715379006
1459	0.3714779037
1460	0.3714028453
1461	0.3713405122
1462	0.3712846913
1463	0.3712062306
1464	0.3711344306
1465	0.3710690028
1466	0.3710032576
1467	0.3709269771
1468	0.3708833127
1469	0.3708283633
1470	0.3707766157
1471	0.3707232403
1472	0.3706811034
1473	0.3706007129
1474	0.3704863374
1475	0.3703884817
1476	0.370326918
1477	0.370272645
1478	0.3701921386
1479	0.3701071381
1480	0.3700697646
1481	0.3700237617
1482	0.3699324843
1483	0.3698687111
1484	0.3698107588
1485	0.3697518248
1486	0.3696911394
1487	0.3696545316
1488	0.3695865972
1489	0.3695083655
1490	0.3694513789
1491	0.3693897421
1492	0.3693234399
1493	0.3692727718
1494	0.3691971472
1495	0.3691515138
1496	0.3690882054
1497	0.3690185326
1498	0.3689790899
1499	0.3689155265
1500	0.3688715611
1501	0.3688181247
1502	0.368783701
1503	0.3687119213
1504	0.3686564472
1505	0.3686153644
1506	0.3685357574
1507	0.3684395949
1508	0.3683455458
1509	0.3682984027
1510	0.3682250093
1511	0.3681735397
1512	0.368139584
